County Name,Station Name,OIS #,Station Address,Phone Number,Inspects Passenger Cars and Light trucks,Inspects Medium Trucks,Inspects Heavy Trucks,Inspects Motorcycles,"Inspects Light Trailers Less Than 10,000 lbs or less","Inspects Heavy Trailers over 10,000 lbs."
ALLEGHENY,Eddie'S Inspect Station & Rep,EN51,"935 ROSE ST , MCKEESPORT PA 15132-3917",412-673-0393,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,E&D Drochez Auto Rpr & Sls Inc,A400,"560 HOOVER RD , PITTSBURGH PA 15235-4456",412-247-1110,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
ALLEGHENY,Eddy'S Auto,T901,"1501 LINCOLN AVE , PITTSBURGH PA 15206",412-363-5036,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Edgewater Imports & More,CM84,"360 PLUM ST , OAKMONT PA 15139-1825",412-828-1492,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Edlin Automotive Services Inc,L965,"5038 BUTTERMILK HOLLOW RD , WEST MIFFLIN PA 15122-1109",412-466-7099,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
ALLEGHENY,Ed'S Auto Service,9257,"705 S TRENTON AVE REAR , PITTSBURGH PA 15221-3476",412-243-8009,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
ALLEGHENY,Edward Wahl Auto Repair Llc,064,"1805 SARAH ST , PITTSBURGH PA 15203-1825",412-481-8228,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
ALLEGHENY,Ed Yeager Auto Body,T021,"3910 RT 8 , ALLISON PARK PA 15101",412-486-0363,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ALLEGHENY,E & H Automotive,E867,"3917 LEBANON CHURCH RD , WEST MIFFLIN PA 15122-2712",412-466-6422,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ALLEGHENY,Eichenlaub Llc,F001,"3809 SAXONBURG BLVD , CHESWICK PA 15024-2256",412-767-4769,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ALLEGHENY,Ej Automotive And Fabrication,AF38,"408 GLASS ROAD , PITTSBURGH PA 15205",412-999-2670,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Ekas Auto Care,DR56,"2115 FREEPORT RD , NATRONA HTS PA 15065",724-224-9861,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Elite Motor Cars Inc.,FB77,"9 MONROE WAY , LEETSDALE PA 15056-1007",412-366-7432,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ALLEGHENY,Elizabeth Auto Care Inc,T212,"274 LOVEDALE RD , ELIZABETH PA 15037",412-384-7700,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Elizabeth Auto Sales Inc,A771,"760 MCKEESPORT RD , ELIZABETH PA 15037-1864",412-384-3556,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
ALLEGHENY,Emsworth Tire & Auto Service,AT34,"8286 OHIO RIVER BLVD , EMSWORTH PA 15202",412-766-2373,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Endura-Tech Automotive Specialists Llc,FD28,"2244 SAW MILL RUN BLVD , PITTSBURGH PA 15210-4052",412-277-1969,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Engine & Equipment Ser Inc,DK51,"4220 CAMPBELLS RUN RD , PITTSBURGH PA 15205-1306",412-276-4278,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ALLEGHENY,Enterprise Rent-A-Cr Co Pgh Llc,KG65,"4845 WILLIAM PENN HWY , MONROEVILLE PA 15146-3711",412-606-9754,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,E.R. Automotive,DC88,"547 CALIFORNIA AVE. , AVALON PA 15202",412-761-0979,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,European Autoworx,CK91,"1600 FORBES AVE , PITTSBURGH PA 15219-5840",724-325-2200,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,European Autoworx,CL87,"2800 SMALLMAN ST , PITTSBURGH PA 15222-4722",412-224-2571,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,European Auto Worx Llc,BZ26,"1725 GOLDEN MILE HWY , MONROEVILLE PA 15146-2011",724-325-2200,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Eurostrada Auto Services And Sales Llc,E957,"1628 SAW MILL RUN BLVD , PITTSBURGH PA 15210-3434",412-882-6900,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Everything Automotive Inc.,BY34,"1535 BRIGHTON ROAD , PITTSBURGH PA 15212",412-291-8919,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Exotic Cars,BR92,"100 N MEADOWS DR , WEXFORD PA 15090-8334",724-933-4800,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
ALLEGHENY,Extra Mile Automotive Llc,AW68,"1815 S 18TH ST , PITTSBURGH PA 15203-1629",412-481-1344,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Eyerman Brothers Enterprises Llc,E79,"9455 PERRY HWY , PITTSBURGH PA 15237-5543",412-364-9292,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Family Auto Repair,C959,"2500 FREEPORT RD , NATRONA HEIGHTS PA 15065-2420",724-681-7088,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Father & Son Truck & Auto Inc,DC61,"100 BERARDI DRIVE , N VERSAILLES PA 15137",412-853-3921,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ALLEGHENY,Fedele Auto Service,X481,"420 RODI ROAD , PITTSBURGH PA 15235",412-242-6605,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ALLEGHENY,Fellini Auto Sales & Service Llc,C956,"2409 SAW MILL RUN BLVD , PITTSBURGH PA 15234-3038",412-881-0100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Ferra Automotive Service,275,"1315 MAIN ST , PITTSBURGH PA 15215",412-781-7519,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ALLEGHENY,Fiola Auto Service Ltd,L970,"295 PENN AVENUE EXT , TURTLE CREEK PA 15145-2012",412-824-2224,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Fioris Auto Repair,3125,"1713 LEECHBURG ROAD , PITTSBURGH PA 15235",412-795-3880,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
ALLEGHENY,Firestone Complete Auto Care,E436,"1155 WASHINGTON PIKE , BRIDGEVILLE PA 15017",412-257-2655,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Firestone Tire & Service Cnter,X408,"2950 BANKSVILLE ROAD , PITTSBURGH PA 15216",412-561-0260,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,First Vehicle Services Inc,DP32,"1900 WEST ST , MUNHALL PA 15120-2561",412-461-8601,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ALLEGHENY,Five Star Tire Service Inc,T177,"5319 PROGRESS BLVD , BETHEL PARK PA 15102",412-831-0200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Fixed Right Automotive,P185,"490 OLD FRANKSTOWN ROAD , MONROEVILLE PA 15146",412-798-5420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ALLEGHENY,Fleetpride Inc,DS18,"112 35TH ST , PITTSBURGH PA 15201-1920",412-621-4800,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ALLEGHENY,Flynns Tire & Auto Service,EP61,"281 CHURCH RD , WEXFORD PA 15090",724-933-7377,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Flynn'S Tire & Auto Service,3468,"338 RODI RD , PITTSBURGH PA 15235-3307",412-242-7556,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Flynn'S Tire & Auto Service,502,"5445 BABCOCK BLVD , PITTSBURGH PA 15237-2377",412-366-6224,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Flynn'S Tire & Auto Service,8193,"1921GOLDEN ML HWY RT286 , PITTSBURGH PA 15239",724-733-1144,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Flynns Tire Of Pa,D269,"718 A HOPE HOLLOW ROAD , CARNEGIE PA 15106",412-276-2141,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Forbes Field Garage,4719,"2128 FORBES AVE , PITTSBURGH PA 15219",412-471-2221,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
ALLEGHENY,Foreign Traffic Inc,5515,"4813 WILLIAM FLYNN HWY , ALLISON PARK PA 15101-2319",724-449-9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Fort Pit Classic Cars Llc,DE49,"1865 MAIN STREET , PITTSBURGH PA 15215",412-781-2277,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ALLEGHENY,Four Seasons Auto Sales & Service Inc,C027,"1050 BRINTON RD , PITTSBURGH PA 15221",412-727-2071,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Fowler Automtiv Street & Track,DU93,"1201 WILLIAM FLYNN HWY REAR , GLENSHAW PA 15116-2639",412-213-3276,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Fox & James National Lease,7954,"2620 NEVILLE ROAD , PITTSBURGH PA 15225",412-771-1101,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ALLEGHENY,Fox Pros Inc,FK86,"2822 GOLDEN MILE HWY , PITTSBURGH PA 15239-2400",412-377-1686,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Frank B Fuhrer Wholesale Co,2565,"3100 EAST CARSON ST , PITTSBURGH PA 15203",412-904-9061,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Frankeny Auto Service,M070,"739 6TH AVE REAR , CORAOPOLIS PA 15108-1506",412-264-2670,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
ALLEGHENY,Franklin Auto Repair Inc,3620,"133 MCALEER RD , SEWICKLEY PA 15143-9599",412-364-2324,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
ALLEGHENY,Frank'S Tire And Automotive,2739,"3135 INDUSTRIAL BLVD , BETHEL PARK PA 15102-2539",412-851-0855,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Frank Zuk Inc,K700,"322 BODEN AVE , CARNEGIE PA 15106-3134",412-780-6626,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ALLEGHENY,Frank Zuk Inc,CS10,"1200 WASHINGTON AVE , CARNEGIE PA 15106-3621",412-276-6244,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
ALLEGHENY,Freehling Service Center,4234,"2901 FREEPORT RD , NATRONA HTS PA 15065",724-224-7994,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
ALLEGHENY,Frick Park Automotive Services Inc,L170,"585 S. BRADDOCK AVE , PITTSBURGH PA 15221",412-241-7189,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Fu-Ko Enterprises Llc,A151,"3655 LIBRARY RD , CASTLE SHANNON PA 15234-2230",412-884-6500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Galore'S Service,DI09,"971 LITTLE DEER CREEK VALLEY RD , RUSSELLTON PA 15076-1331",724-265-4610,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Garage Broadway Auto Parts Inc,7664,"6107 BROAD ST REAR , PITTSBURGH PA 15206-3011",412-361-2496,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Gary Leger Auto Body,A192,"367 PLUM ST , OAKMONT PA 15139",412-828-4181,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Garzony Inc,E063,"7053 UNIVERSITY BLVD , CORAOPOLIS PA 15108-2588",412-262-3941,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Gatto Cycle,J180,"117 E 7TH AVE , TARENTUM PA 15084-1510",724-224-0500,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ALLEGHENY,Gearheadz Automotive & Collision Of Pittsburgh Llc,FN71,"814 BROADWAY AVE , MC KEES ROCKS PA 15136-2228",412-728-4718,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Gene Finks Pennzoil Inc.,E836,"54 FREEPORT RD , PITTSBURGH PA 15215",412-782-6166,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,George J Contis Auto Repair,D139,"1700 BROADWAY AVE , PITTSBURGH PA 15216-3243",412-563-3070,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,"Germain Of Warrendale, Llc",FK75,"15035 PERRY HWY , WEXFORD PA 15090-7302",724-940-3400,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Gillece Transmissions,K513,"2237 SAW MILL RUN BLVD , PITTSBURGH PA 15210",412-885-1233,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Ginos Auto Service,D421,"1613 NOBLESTOWN RD , PITTSBURGH PA 15205-3612",412-921-5404,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,G I S Automotive Inc.,BC46,"1015 WILLIAM FLYNN HWY , GLENSHAW PA 15116",412-487-4470,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Glassmere Fuel Service Inc,BX60,"1967 SAXONBURG BLVD , CURTISVILLE PA 15032",724-265-4646,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ALLEGHENY,Glenshaw Auto Service Inc,312,"1400 MOUNT ROYAL BLVD , GLENSHAW PA 15116-2206",412-487-9902,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Glenshaw Auto Service Inc,EP03,"800 MOUNT ROYAL BLVD , PITTSBURGH PA 15223-1241",412-487-9902,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Glenshaw Auto Service Inc,FB90,"3949 WILLIAM FLYNN HWY , ALLISON PARK PA 15101-3649",412-487-9902,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Global Automotive Llc,CU07,"501 MCNEILLY RD , PITTSBURGH PA 15226-2503",440-454-4415,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Globe Auto Parts Inc,B820,"889 LITTLE DEER CREEK RD. , RUSSELLTON PA 15076",724-265-3850,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Golden Standard Automotive & Trailer Service Inc.,CW98,"461 BOSTON HOLLOW RD  , ELIZABETH PA 15037-0332",412-889-2884,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ALLEGHENY,"Golick Motor Company,Inc.",9124,"600 7TH ST , PITCAIRN PA 15140-1209",412-372-7420,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Goodyear Auto Service Center Inc,9801,"2055 LEBANON CHURCH RD , WEST MIFFLIN PA 15122-2461",412-655-4771,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Goodyear Service Store,597,"5913 STATION ST , PITTSBURGH PA 15206-3149",412-362-2660,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Goodyear Tire Center,N064,"396 NORTH BALPH AVE , PITTSBURGH PA 15202",412-766-0800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Goodyear Tire & Rubber Co,4301,"678 MALL CIRCLE , MONROEVILLE PA 15146",412-373-3005,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Gorring Automotive,EA43,"824 MARKET ST , MCKEESPORT PA 15132-2732",412-678-5483,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ALLEGHENY,"Gp Automobiles, Inc",D865,"5760 UNIVERSITY BLVD , CORAOPOLIS PA 15108",412-269-1234,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Graff Service Inc,B735,"1601 5TH AVE , CORAOPOLIS PA 15108",412-264-9733,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Graff Towing & Auto Repair Llc,U159,"269 ROUTE 908 , NATRONA HEIGHTS PA 15065-2998",724-351-1829,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ALLEGHENY,Grahams Service Inc,A991,"411 S 2ND AVE , ELIZABETH PA 15037-1415",412-384-9282,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
ALLEGHENY,Grant Josephs Auto Service Inc,K328,"3001 WALNUT STREET , MCKEESPORT PA 15132",412-673-1947,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Green Apple Auto Works,KH16,"1034 WILLIAM FLYNN HWY , GLENSHAW PA 15116-2636",412-487-4000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,"Greentree Auto Body, Inc.",T633,"301 NOBLESTOWN ROAD , CARNEGIE PA 15106",412-279-2400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Greenwald Automotive Inc,2907,"770 HAYDEN BLVD , ELIZABETH PA 15037-1662",412-384-5848,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
ALLEGHENY,Guilded Garage,L111,"7405 DUQUESNE ST (REAR) , SWISSVALE PA 15218",412-422-0524,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Guyan Automotive Llc,BI25,"1408 GREENSBURG PIKE , NORTH VERSAILLES PA 15137-1614",540-892-4615,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ALLEGHENY,Guys Auto Body,N58,"600 BECKS RUN RD , PITTSBURGH PA 15210-3104",412-431-0360,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ALLEGHENY,Gw Automotive,CC95,"3877 WILLIAM FLYNN HWY , ALLISON PARK PA 15101-3606",412-487-3595,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ALLEGHENY,H1 Pittsburgh Motorcars Llc,BU60,"4627 BAUM BLVD , PITTSBURGH PA 15213-1212",412-687-4000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Haddads Inc,473,"221 CURRY HOLLOW RD , PITTSBURGH PA 15236",412-655-8822,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ALLEGHENY,Halbleib Automotive Ii Llc,EZ21,"1900 WHITAKER WAY , MUNHALL PA 15120-2168",412-775-4665,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
ALLEGHENY,Halbleibs Automotive,X364,"530 COURTLAND ST , PITTSBURGH PA 15207-1887",412-422-4665,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ALLEGHENY,Hamlins,U504,"551 MAYER STREET , BRIDGEVILLE PA 15017",412-221-2100,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ALLEGHENY,Harbisons Alignment,973,"3032 FREEPORT ROAD , NATRONA HTS PA 15065",724-224-9113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Harmar Tire And Service,C698,"2200 FREEPORT RD , PITTSBURGH PA 15238-1404",412-414-0421,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Harts Run Auto Service Llc,N032,"3446 HARTS RUN ROAD , GLENSHAW PA 15116",412-767-9294,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,"H&B Automotive, Inc.",CL61,"465 RODI RD , PENN HILLS PA 15235-4556",412-545-2167,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,H & D Cycles Inc,KQ68,"2909 W CARSON ST , PITTSBURGH PA 15204-1939",412-771-0891,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
ALLEGHENY,Helman Automotive,DU03,"638 12TH STREET , CLAIRTON PA 15025",412-533-1758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Henry'S Auto Repair & Inspections Llc,EZ14,"312 CATHERINE ST REAR , MC KEES ROCKS PA 15136-2817",412-331-8376,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Herb Scott Service Inc,KE14,"11169 PERRY HWY , WEXFORD PA 15090",724-935-3220,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Herky Miller Inc,A481,"3300 BABCOCK BLVD , PITTSBURGH PA 15237-2422",412-364-9901,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Hesse Service,CC86,"10350 PERRY HWY , WEXFORD PA 15090-9235",724-935-1251,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Hetrick Service Llc,A968,"820 SLEEPY HOLLOW RD , PITTSBURGH PA 15234-2228",412-561-9813,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,"Heyl Automotive, Llc",KU28,"1053 UNITY CENTER ROAD , PITTSBURGH PA 15239",412-795-5000,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ALLEGHENY,Hill Top Battery Co,L700,"2632 S 18TH ST , PITTSBURGH PA 15210-1711",412-381-1068,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Hi-Tech Auto Repair Inc,AX79,"6311 BUTLER STREET , PITTSBURGH PA 15201",412-781-5665,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Hi. Tech. Auto Service Inc,N650,"170 FREEPORT ROAD , PITTSBURGH PA 15238",412-828-5114,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,H & L Automotive Llc,DZ52,"1 W BARD DR , ALLISON PARK PA 15101-2356",724-443-7690,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
ALLEGHENY,Hocky Bros Auto Parts Inc,D67,"400 SECOND ST , BRADDOCK PA 15104",412-351-4408,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Holly'S Towing And Recovery,CX25,"322 CAMP HORNE RD , PITTSBURGH PA 15202-1607",412-773-0282,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Homers Service Center Inc,E878,"4157 MURRAY AVE , PITTSBURGH PA 15217-2703",412-422-0909,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Honor Automotive,BO89,"2336 BABCOCK BLVD , PITTSBURGH PA 15237-3220",412-847-8690,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ALLEGHENY,Hot Metal Cycles  Llc,CX69,"225 CLAIRTON BLVD , PITTSBURGH PA 15236-1401",412-464-9453,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ALLEGHENY,Howards Auto Repair,8205,"139 EAST 7TH AVENUE , TARENTUM PA 15084",724-226-2448,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Hsu Enterprise Incorporated,EN62,"2510 LIBRARY RD , PITTSBURGH PA 15234-3105",412-881-5398,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Huber'S Auto Service Llc,805,"2116 STH 18TH STREET , PITTSBURGH PA 15203",412-431-6620,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Hughey Automotive Inc. Llc,D651,"2017 BABCOCK BLVD , PITTSBURGH PA 15209-1305",412-821-2411,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Hunter'S Tk Sales & Serv Inc,1881,"4637 CAMPBELL'S RUN RD. , PITTSBURGH PA 15205",412-722-6635,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Hutch Towing Llc,EY22,"50 THOMAS ST , PITTSBURGH PA 15205-2751",412-922-0958,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Hutters Automotive,DS62,"1501 GREENSBURG RD , NEW KENSINGTON PA 15068-1713",412-758-9185,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,H&W Auto & Truck Service Llc,KF30,"200 KENDALL ST , CORAOPOLIS PA 15108",412-375-7554,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ALLEGHENY,Imperial Heights Garage,6081,"233 STARK AVE , IMPERIAL PA 15126",724-695-0150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Imperial Tire & Automotive,AA89,"759 RTE 30 , IMPERIAL PA 15126",724-695-8587,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
ALLEGHENY,"Import Motorcar Service, Inc.",D465,"7847 PERRY HWY , PITTSBURGH PA 15237-2006",412-364-2222,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
ALLEGHENY,Iron City Express Inc,9504,"1306 MAIN STREET , GLENWILLARD PA 15046",724-457-2727,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
ALLEGHENY,Iron City Services,ES18,"440 DEER CREEK VALLEY RD , TARENTUM PA 15084-2401",724-265-3543,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Irvine Alignment Inc,0294,"339 NORTHGATE DR , WARRENDALE PA 15086-7572",724-940-5900,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
ALLEGHENY,Jack Sullivan Chevrolet Inc,3435,"RT 8 ETNA , PITTSBURGH PA 15223",--,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Jake'S Brakes Auto Service Llc,CI67,"1813 SAXONBURG BLVD , CURTISVILLE PA 15032-0205",412-726-4596,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,James Dean Auto Works,AA55,"579 JACKS RUN RD , PITTSBURGH PA 15202-4005",412-761-4180,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,J.A. Rutter Co.,0464,"4917 OLD WM PENN HWY , MONROEVILLE PA 15146",724-327-1101,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ALLEGHENY,Jason Fox Auto Service,K983,"1438 LINCOLN HWY , NORTH VERSAILLES PA 15137-2449",412-829-8282,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Jay Argyle Llc,DD99,"1 RAVINE ST , DRAVOSBURG PA 15034-1226",412-469-0566,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ALLEGHENY,Jeannies Auto Sales,L236,"828 EAST PGH-MCKEESPORT , N VERSAILLES PA 15137",412-672-0300,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Jed Services Inc.,CK10,"2902 NEVILLE RD , PITTSBURGH PA 15225-1410",412-771-5555,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
ALLEGHENY,Jeff Critchlow Car Care Center,FG24,"3237 BABCOCK BLVD , PITTSBURGH PA 15237-2825",412-953-8444,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ALLEGHENY,Jefferson Hills Area Ambulance,DL59,"2121 CENTURY DR , CLAIRTON PA 15025-3627",412-598-5097,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
ALLEGHENY,Jeff Wokutch Auto Body,K401,"930 NORTH AVENUE , PITTSBURGH PA 15209",412-821-4860,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
